tx_id,client_id,merchant_id,amount,hour,country,channel,distance_km,account_age_days,is_fraud,client_tx_freq
465,8,252,168.59,18,BR,online,6.42,922,0,0.2
466,1159,525,135.15,11,BR,pos,10.78,679,0,0.1
467,199,377,88.85,17,BR,pos,7.69,1409,1,0.7
468,715,181,40.07,3,BR,online,13.28,635,0,0.2
469,218,367,95.83,9,AR,pos,4.46,434,0,0.3
470,1119,606,169.13,16,BR,pos,10.47,151,0,0.6
471,886,157,166.35,21,BR,pos,6.47,1593,0,0.5
472,965,522,337.76,15,US,pos,19.3,134,0,0.4
473,519,514,306.02,15,BR,online,0.96,1542,0,0.2
474,561,620,139.22,8,BR,app,7.06,691,0,0.4
475,761,209,95.02,16,BR,pos,18.05,5,0,0.6
476,941,151,71.54,8,US,pos,16.63,1690,0,0.3
477,1016,383,34.14,1,BR,online,2.23,1352,0,0.3
478,22,372,51.29,5,BR,online,15.38,1319,0,0.4
479,796,287,169.32,14,BR,app,4.1,1000,0,0.4
480,131,545,214.13,23,AR,online,5.23,1388,1,0.2
481,346,559,110.86,11,BR,online,17.38,243,0,0.6
482,995,172,579.17,20,BR,pos,6.94,428,0,0.2
483,301,557,51.75,18,PT,pos,2.08,992,0,0.2
484,956,162,30.8,13,PT,app,3.23,1340,0,0.2
485,556,285,572.64,19,BR,pos,9.33,1074,0,0.4
486,279,20,38.17,9,BR,app,6.76,742,0,0.2
487,401,238,109.68,10,BR,pos,6.66,1226,0,0.6
488,637,671,76.75,17,AR,pos,13.12,109,1,0.8
489,918,310,178.45,15,BR,pos,11.47,927,0,0.2
490,727,497,103.28,12,PT,pos,7.15,721,0,0.3
491,1119,76,214.6,10,MX,online,16.82,909,0,0.6
492,1041,445,247.74,23,BR,online,13.2,240,0,0.2
493,904,260,33.8,1,BR,pos,10.98,1648,0,0.4
494,724,521,69.53,1,PT,pos,5.93,1558,0,0.4
495,348,649,227.53,11,AR,pos,18.67,1720,0,0.5
496,495,372,282.12,0,AR,pos,6.6,1533,0,0.1
497,143,72,156.06,8,BR,pos,7.08,1212,0,0.6
498,449,333,187.97,13,US,online,25.16,525,0,0.3
499,1111,87,352.13,9,MX,pos,4.3,209,0,0.2
500,511,315,104.31,4,ES,pos,4.25,1117,0,0.1
501,137,43,154.82,6,BR,online,7.3,1727,0,0.5
502,782,448,306.25,14,BR,pos,3.52,664,0,0.5
503,1155,218,319.17,22,BR,pos,3.61,1812,0,0.7
504,1041,141,127.69,18,US,pos,24.67,282,0,0.2
505,329,13,71.46,13,PT,pos,7.21,517,0,0.1
506,545,621,126.61,3,BR,online,11.24,1185,0,0.6
507,637,586,136.03,5,BR,pos,2.45,899,0,0.8
508,298,568,69.24,10,BR,pos,3.98,1387,0,0.4
509,323,41,78.35,5,BR,pos,26.96,630,0,0.3
510,284,245,319.46,16,MX,online,3.55,1414,0,0.5
511,1193,679,194.17,8,BR,app,11.5,550,0,0.3
512,895,405,110.1,20,BR,online,0.35,273,0,0.3
513,1009,90,54.72,6,ES,online,2.27,1038,0,0.3
514,980,99,79.15,11,BR,online,7.12,935,0,0.4
515,1151,184,28.26,17,BR,pos,16.47,1035,0,0.7
516,127,680,159.06,4,BR,pos,8.94,44,0,0.4
517,1058,119,75.53,18,BR,online,7.63,750,0,0.1
518,80,632,168.31,14,BR,pos,13.96,165,0,0.4
519,571,474,225.93,15,US,pos,10.36,1469,0,0.7
520,713,645,170.09,10,BR,app,1.69,148,0,0.4
521,430,578,99.71,22,US,app,8.51,1700,0,0.2
522,176,233,66.22,18,BR,pos,6.03,105,0,0.2
523,231,579,47.68,4,BR,online,7.41,1114,0,0.4
524,989,119,299.04,13,BR,online,5.89,609,0,0.1
525,383,204,164.8,21,BR,app,8.59,202,0,0.5
526,373,149,104.26,6,BR,pos,11.79,653,0,0.5
527,1108,94,205.66,12,AR,pos,2.76,73,0,0.4
528,173,63,267.49,18,BR,app,4.93,1273,0,0.5
529,1098,131,76.87,6,US,app,13.64,1589,0,0.6
530,1105,84,161.23,12,BR,pos,14.86,602,0,0.3
531,718,266,163.6,13,BR,app,22.35,801,0,0.3
532,199,50,342.22,4,BR,online,9.08,257,0,0.7
533,187,43,103.11,4,BR,pos,4.69,880,0,0.5
534,342,692,64.16,13,US,app,5.0,1728,0,0.4
535,693,62,174.27,4,MX,online,8.86,982,0,0.3
536,185,52,217.61,22,BR,online,3.97,1597,0,0.8
537,547,22,151.78,12,BR,pos,21.33,1423,0,0.5
538,139,93,357.73,16,AR,pos,5.86,227,0,0.5
539,648,370,102.85,9,BR,online,19.34,97,0,0.3
540,26,579,154.55,7,BR,online,3.52,662,0,0.3
541,851,514,36.57,11,BR,online,7.43,1715,1,0.4
542,67,406,61.08,17,BR,online,6.58,307,0,0.4
543,234,60,77.28,9,PT,app,2.38,82,0,0.5
544,210,542,116.64,6,BR,pos,6.99,1750,0,0.1
545,997,27,42.65,3,BR,pos,10.33,362,0,0.2
546,65,442,203.65,13,AR,online,0.87,650,0,0.2
547,515,287,71.63,16,BR,online,12.58,1424,0,0.2
548,709,617,513.76,12,US,online,10.98,179,1,0.3
549,619,215,73.79,6,BR,app,8.44,312,0,0.4
550,817,447,143.08,5,BR,app,14.4,1326,0,0.3
551,963,308,130.12,9,BR,online,15.1,13,0,0.2
552,472,365,56.58,8,BR,app,42.57,1299,0,0.5
553,994,657,116.98,4,BR,online,2.26,990,1,0.3
554,382,499,115.87,22,AR,online,23.46,440,1,0.3
555,1181,290,247.9,7,US,pos,17.04,1120,0,0.6
556,605,313,178.95,6,AR,online,10.98,587,0,0.4
557,883,493,201.58,14,BR,app,3.58,1731,0,0.3
558,1050,242,244.23,19,ES,online,6.2,757,0,0.4
559,951,118,203.85,11,BR,pos,5.51,1366,0,0.3
560,1021,327,160.26,16,MX,online,7.79,489,0,0.6
561,644,48,76.69,2,AR,online,14.01,1521,1,0.3
562,53,119,152.96,12,BR,online,20.55,527,0,0.6
563,592,295,65.05,1,BR,app,28.0,927,0,0.3
564,218,557,123.86,3,AR,pos,6.24,1463,0,0.3
565,1067,547,111.92,14,AR,pos,9.74,1690,0,0.2
566,284,183,117.45,4,BR,online,4.21,1372,0,0.5
567,274,295,43.06,0,MX,online,17.58,1218,0,0.3
568,300,108,4.6,4,BR,online,11.49,1264,0,0.3
569,771,528,96.5,18,BR,pos,7.24,741,0,0.2
570,685,173,283.57,14,US,online,2.12,1253,0,0.2
571,1138,559,141.54,9,MX,online,9.84,1049,0,0.5
572,500,589,269.88,23,BR,pos,10.62,952,1,0.5
573,339,482,65.42,9,BR,pos,1.51,572,0,0.4
574,60,231,92.75,21,BR,online,2.8,641,0,0.2
575,9,667,533.74,8,BR,online,9.66,226,0,0.3
576,448,480,68.88,0,BR,online,26.39,1315,0,0.2
577,1111,452,198.85,2,BR,pos,18.86,41,0,0.2
578,628,599,198.63,6,AR,online,7.4,213,1,0.2
579,1072,617,183.66,4,BR,pos,6.56,535,0,0.2
580,122,55,200.6,3,BR,online,4.8,258,1,0.2
581,112,617,68.03,9,BR,app,4.39,1368,0,0.3
582,1000,535,100.21,23,BR,app,6.94,231,0,0.2
583,128,145,7.06,4,BR,online,31.69,833,0,0.5
584,63,216,349.83,5,BR,pos,6.52,1337,1,0.2
585,485,527,199.77,23,BR,online,8.6,1075,0,0.2
586,1109,152,77.36,4,BR,pos,3.0,1079,0,0.5
587,827,317,66.04,19,BR,pos,12.92,628,0,0.2
588,119,482,286.88,14,PT,pos,8.49,822,0,0.5
589,1004,455,72.88,22,BR,online,6.21,1399,0,0.2
590,1012,636,77.15,13,BR,online,3.7,869,0,0.3
591,961,78,54.43,14,BR,pos,4.57,1277,0,1.0
592,1083,207,226.3,5,BR,pos,5.88,1510,0,0.7
593,288,689,267.22,13,BR,pos,6.19,447,0,0.4
594,1175,398,112.44,16,US,pos,3.66,222,0,0.2
595,385,174,268.39,23,BR,pos,7.9,846,1,0.9
596,962,203,172.82,2,BR,pos,10.01,700,0,0.4
597,695,238,51.48,3,BR,app,14.57,274,1,0.4
598,935,388,333.22,0,BR,pos,25.43,1387,1,0.4
599,753,199,53.91,18,ES,app,1.46,1139,0,0.2
600,771,435,118.8,1,BR,app,11.13,1200,0,0.2
601,739,312,112.7,21,BR,online,6.77,1294,0,0.3
602,935,427,97.76,8,BR,pos,1.03,794,0,0.4
603,887,109,19.25,6,BR,pos,5.1,931,0,0.4
604,162,436,463.6,23,BR,online,13.53,410,0,0.4
605,991,647,22.48,17,BR,pos,12.31,1334,0,0.4
606,643,95,347.03,13,BR,online,9.33,1727,0,0.2
607,388,229,64.11,21,BR,pos,4.67,1594,0,0.1
608,617,485,83.48,18,BR,online,21.06,745,0,0.2
609,1160,432,324.8,15,BR,pos,3.27,92,0,0.1
610,1029,472,186.19,7,BR,pos,6.28,1602,0,0.2
611,1000,392,37.83,23,MX,pos,7.21,1049,1,0.2
612,555,478,37.06,17,BR,online,8.02,1419,0,0.1
613,941,426,167.28,22,ES,pos,35.63,550,0,0.3
614,462,52,53.06,23,PT,online,24.03,1572,0,0.4
615,823,526,192.41,13,BR,online,12.03,1529,0,0.4
616,767,313,206.37,8,BR,online,8.54,31,0,0.3
617,300,36,70.16,22,MX,app,8.46,1031,0,0.3
618,320,286,87.22,23,BR,online,14.23,871,1,0.2
619,74,305,171.21,2,BR,pos,18.4,1200,0,0.3
620,168,61,67.54,15,BR,app,3.19,474,0,0.6
621,520,697,141.68,14,BR,online,25.59,179,0,0.4
622,573,156,554.65,17,MX,app,11.61,500,0,0.3
623,198,232,177.1,23,AR,online,5.49,959,0,0.3
624,500,309,98.86,6,PT,online,7.67,493,0,0.5
625,725,582,494.42,23,AR,online,12.06,847,0,0.1
626,279,520,237.51,15,US,pos,12.48,711,0,0.2
627,406,539,54.24,1,BR,app,3.72,1267,0,0.4
628,441,166,63.84,12,ES,pos,8.21,750,0,0.2
629,606,591,25.57,3,ES,pos,9.99,264,0,0.4
630,440,580,168.98,22,MX,online,18.59,1157,0,0.5
631,884,325,15.34,18,AR,app,19.96,388,0,0.4
632,393,382,494.02,21,BR,pos,2.85,548,0,0.2
633,521,26,108.48,14,BR,online,8.86,1290,0,0.6
634,455,532,247.63,9,PT,app,5.25,498,0,0.3
635,220,672,100.91,10,BR,online,11.86,113,0,0.2
636,823,331,166.85,22,BR,online,34.46,658,0,0.4
637,283,378,120.06,3,BR,online,17.12,708,0,0.3
638,356,349,138.67,21,BR,online,12.62,1253,0,0.5
639,951,58,301.32,10,BR,pos,15.18,1294,0,0.3
640,1138,434,401.35,14,BR,pos,22.9,1,0,0.5
641,805,505,381.01,16,BR,app,16.09,1381,0,0.3
642,1099,649,836.81,1,BR,online,3.34,1363,0,0.2
643,1025,650,74.06,3,BR,pos,26.87,317,0,0.4
644,577,344,178.71,3,BR,pos,9.53,619,0,0.2
645,924,671,75.53,18,US,pos,11.52,1399,1,0.4
646,394,370,293.03,1,BR,pos,19.94,1052,0,0.4
647,553,449,56.67,14,BR,pos,33.37,620,1,0.5
648,642,421,304.86,2,BR,pos,6.26,1390,0,0.3
649,1152,699,155.57,18,BR,app,19.21,1153,0,0.3
650,1018,516,125.37,23,MX,online,5.96,932,1,0.1
651,587,84,136.57,9,BR,pos,10.85,12,0,0.2
652,783,51,47.82,5,BR,pos,2.4,1181,0,0.7
653,243,287,51.71,10,US,online,5.99,329,0,0.7
654,965,361,157.62,16,BR,online,10.45,1678,0,0.4
655,664,468,156.83,17,MX,app,13.1,345,0,0.7
656,639,337,78.47,15,ES,online,12.58,55,0,0.5
657,919,360,107.55,13,BR,online,17.57,687,0,0.3
658,759,645,189.62,15,ES,pos,6.71,638,0,0.4
659,87,235,67.22,5,BR,online,8.3,643,0,0.4
660,346,345,22.35,4,BR,online,8.61,1691,0,0.6
661,212,390,358.22,22,BR,online,7.11,501,0,0.7
662,882,328,165.8,13,BR,online,4.31,1528,0,0.2
663,43,677,90.7,20,BR,online,9.58,297,0,0.4
664,243,673,75.34,15,BR,pos,15.65,1126,0,0.7
665,717,359,66.64,10,BR,online,11.35,239,0,0.4
666,834,315,292.25,13,BR,online,6.43,419,0,0.1
667,604,412,40.42,16,BR,pos,9.71,271,0,0.3
668,1033,127,178.38,4,BR,online,6.12,603,0,0.4
669,1102,298,178.27,11,BR,online,13.34,839,0,0.5
670,159,152,229.15,17,BR,online,16.01,1565,0,0.5
671,1143,101,97.96,2,US,online,16.27,1380,0,0.7
672,737,67,338.11,1,BR,online,7.66,1274,0,0.4
673,763,411,233.88,3,AR,online,6.23,892,0,0.3
674,115,1,95.29,14,BR,app,17.57,522,0,0.4
675,746,452,72.34,5,BR,app,7.22,542,0,0.4
676,871,302,120.31,10,ES,app,9.6,242,0,0.3
677,697,257,92.71,3,BR,online,11.27,1213,0,0.5
678,102,538,62.42,6,BR,pos,9.03,1425,0,0.5
679,628,377,141.21,0,BR,pos,14.68,1000,0,0.2
680,1123,513,108.12,19,BR,online,2.67,1052,0,1.0
681,868,496,392.47,11,BR,app,12.49,680,0,0.5
682,165,23,92.58,4,BR,pos,4.82,1758,0,0.3
683,1151,151,71.78,12,BR,online,6.62,1619,1,0.7
684,1150,399,134.39,22,PT,app,10.28,742,0,0.4
685,204,682,161.98,19,BR,online,2.06,1378,0,0.1
686,961,108,171.16,21,BR,pos,7.98,637,0,1.0
687,488,74,169.95,9,MX,online,6.98,226,0,0.3
688,712,658,137.87,8,BR,online,8.31,531,0,0.1
689,534,676,130.39,7,PT,app,6.69,1523,0,0.2
690,939,117,207.2,7,BR,pos,9.65,879,0,0.3
691,1195,281,57.45,22,BR,online,5.95,1579,1,0.2
692,954,439,72.22,3,PT,pos,8.77,589,0,0.3
693,1117,137,30.84,20,BR,app,10.26,839,0,0.8
694,1135,229,58.31,21,MX,app,18.0,134,0,0.4
695,109,277,273.01,20,US,app,20.66,1425,0,0.5
696,304,449,201.08,15,MX,app,2.89,570,0,0.3
697,866,216,427.25,20,BR,pos,18.93,167,0,0.5
698,708,289,361.71,0,BR,online,4.28,400,1,0.4
699,61,203,202.29,19,BR,app,8.83,1214,0,0.5
700,114,531,149.61,12,ES,online,2.2,1488,0,0.6
701,625,107,136.36,23,BR,online,1.26,1742,0,0.5
702,739,162,14.17,2,BR,online,33.15,430,0,0.3
703,202,175,125.13,22,PT,online,9.0,1078,0,0.3
704,206,634,83.43,13,BR,pos,7.6,837,0,0.2
705,156,661,60.69,2,BR,app,11.13,1305,1,0.4
706,678,350,179.96,12,BR,pos,7.74,1228,1,0.5
707,10,110,113.76,0,US,pos,15.88,129,0,0.3
708,687,529,142.73,1,BR,online,10.69,273,0,0.4
709,571,344,52.89,12,BR,pos,14.17,1077,0,0.7
710,559,594,240.87,19,BR,online,4.87,970,1,0.2
711,815,252,92.22,2,BR,online,2.52,1616,0,0.3
712,627,699,173.15,6,BR,pos,17.11,1546,0,0.3
713,873,565,98.68,9,BR,pos,11.47,107,0,0.2
714,916,157,11.01,12,US,online,3.34,1066,1,0.1
715,1104,508,185.2,0,BR,online,3.39,742,0,0.4
716,959,201,119.66,15,BR,online,9.8,880,0,0.2
717,621,245,28.6,11,BR,pos,13.42,119,0,0.2
718,591,176,47.04,23,BR,online,4.26,1531,0,0.3
719,283,477,245.76,7,US,online,23.63,302,0,0.3
720,719,184,30.14,11,BR,app,14.64,1728,0,0.2
721,167,447,90.25,1,PT,pos,17.92,1699,0,0.2
722,1117,408,451.92,22,US,online,9.62,1498,0,0.8
723,1014,525,188.63,20,MX,pos,9.04,215,0,0.3
724,144,695,222.71,8,AR,online,3.08,745,0,0.3
725,943,7,106.16,11,BR,online,4.9,44,0,0.2
726,141,693,25.93,20,ES,pos,8.23,1116,0,0.3
727,865,77,153.07,7,AR,online,11.68,1577,0,0.2
728,106,369,50.25,5,BR,online,10.25,961,0,0.2
729,586,239,45.73,5,BR,app,1.51,43,0,0.2
730,789,447,140.26,16,BR,pos,4.06,554,0,0.4
731,874,505,53.63,5,BR,app,10.73,311,0,0.1
732,502,602,128.39,2,BR,app,11.89,795,0,0.6
733,1106,281,74.32,3,US,online,6.6,679,1,0.3
734,929,653,125.01,23,BR,pos,13.79,1513,0,0.3
735,250,226,85.49,20,BR,online,13.65,404,0,0.3
736,805,143,127.69,22,BR,pos,31.73,549,0,0.3
737,876,266,341.94,6,BR,online,9.09,434,0,0.4
738,401,370,226.23,10,BR,online,6.41,1623,0,0.6
739,886,468,117.02,11,MX,online,4.28,538,0,0.5
740,1078,583,306.06,12,BR,pos,2.73,1809,0,0.2
741,980,158,174.95,0,ES,online,13.26,1216,0,0.4
742,915,212,291.97,14,AR,pos,12.27,560,0,0.7
743,761,657,33.8,0,AR,app,3.06,1084,1,0.6
744,325,308,54.2,6,BR,pos,13.32,224,0,0.7
745,954,169,151.75,7,MX,online,10.0,1649,0,0.3
746,437,689,114.77,16,ES,online,7.16,1746,0,0.5
747,639,314,127.92,21,AR,app,1.38,536,0,0.5
748,378,689,195.75,16,BR,pos,12.18,313,0,0.4
749,376,643,152.88,10,US,online,25.76,782,0,0.1
750,189,634,241.47,12,BR,app,4.75,1408,0,0.3
751,1153,407,236.93,12,BR,online,10.01,1144,0,0.4
752,178,559,56.59,3,US,online,12.86,72,0,0.6
753,104,672,11.57,22,MX,online,0.77,16,0,0.5
754,1123,189,53.28,22,BR,online,4.13,430,0,1.0
755,666,27,50.13,5,BR,online,2.34,1377,0,0.5
756,526,225,135.34,2,PT,pos,25.66,475,0,0.4
757,885,446,134.03,3,BR,online,0.72,1632,0,0.2
758,460,383,109.43,15,BR,pos,7.14,543,0,0.3
759,154,57,179.83,0,AR,pos,10.83,1629,0,0.6
760,875,392,585.49,2,MX,app,4.72,1677,0,0.2
761,212,122,107.54,15,BR,online,0.92,1328,0,0.7
762,664,354,156.46,3,BR,pos,7.37,320,0,0.7
763,1138,403,127.9,1,BR,online,4.66,132,0,0.5
764,1123,446,79.22,0,BR,pos,11.69,317,0,1.0
765,433,289,197.04,16,AR,online,14.79,1155,0,0.3
766,936,286,103.38,8,MX,pos,3.08,1262,0,0.5
767,735,475,65.5,6,BR,online,5.07,1798,0,0.3
768,575,524,69.89,15,BR,pos,5.28,1738,0,0.2
769,168,565,247.5,4,BR,online,14.65,562,0,0.6
770,452,234,193.59,12,BR,online,9.21,711,0,0.3
771,782,297,86.78,11,BR,pos,3.19,1409,0,0.5
772,1183,232,177.72,16,BR,online,17.9,1411,0,0.2
773,6,369,129.05,14,AR,pos,4.71,573,0,0.7
774,861,89,158.46,16,BR,pos,5.81,57,0,0.5
775,1015,301,77.48,5,US,pos,3.9,177,0,0.5
776,1141,132,51.61,3,BR,pos,9.73,1504,0,0.1
777,509,373,102.92,12,MX,pos,6.6,636,0,0.2
778,143,595,60.1,1,ES,app,21.51,1320,1,0.6
779,325,689,56.16,10,BR,online,9.3,1461,0,0.7
780,1020,312,35.86,15,BR,pos,4.11,1636,0,0.3
781,1053,40,11.69,19,AR,pos,8.57,898,0,0.4
782,764,160,88.06,15,BR,online,23.55,1163,0,0.4
783,148,74,279.82,23,BR,online,2.86,357,0,0.2
784,147,531,233.74,13,BR,online,12.17,1717,0,0.3
785,574,689,376.57,10,PT,pos,1.4,1611,0,0.4
786,706,388,53.97,5,BR,online,20.51,712,0,0.4
787,39,124,206.16,16,BR,pos,5.93,670,0,0.4
788,823,15,116.6,19,BR,pos,4.01,1337,0,0.4
789,653,683,69.99,7,US,pos,22.61,756,0,0.3
790,15,222,258.23,1,BR,online,8.15,1324,0,0.3
791,115,79,117.52,0,PT,pos,8.39,165,0,0.4
792,545,124,22.31,15,AR,pos,6.01,490,0,0.6
793,867,179,232.0,15,BR,online,6.22,1424,0,0.2
794,990,459,168.99,2,BR,online,1.24,1680,0,0.2
795,518,624,141.22,0,MX,online,12.04,48,0,0.4
796,355,193,44.46,15,AR,app,2.35,1422,0,0.2
797,1162,481,153.79,9,BR,online,16.26,127,0,0.3
798,550,46,342.55,10,BR,online,3.38,1581,0,0.3
799,379,8,165.6,6,BR,online,8.98,463,0,0.4
800,531,39,30.71,17,BR,online,5.22,662,0,0.4
801,15,646,174.86,17,BR,online,6.0,1308,0,0.3
802,363,407,166.86,1,BR,pos,6.97,1535,0,0.4
803,619,563,218.13,2,BR,pos,10.74,757,0,0.4
804,1102,16,163.48,13,MX,pos,22.18,575,0,0.5
805,886,16,56.33,14,MX,online,5.89,1788,0,0.5
806,937,594,135.53,3,MX,pos,0.99,1760,0,0.2
807,654,72,104.35,3,BR,pos,19.05,956,0,0.4
808,133,109,147.95,16,BR,pos,13.36,44,0,0.3
809,469,363,264.75,10,BR,app,3.26,1768,0,0.1
810,1196,424,74.12,2,US,online,2.74,1130,1,0.3
811,53,160,414.83,14,BR,pos,11.1,1009,0,0.6
812,1055,311,174.04,1,BR,pos,9.74,205,0,0.2
813,821,472,232.92,5,ES,online,25.89,1812,0,0.2
814,341,310,211.54,17,PT,pos,12.13,1311,0,0.2
815,933,268,169.0,5,BR,online,4.94,398,1,0.5
816,1004,51,192.09,1,AR,online,4.03,664,0,0.2
817,52,316,1.17,23,BR,pos,8.76,627,0,0.2
818,128,562,211.26,5,BR,pos,1.31,1589,0,0.5
819,799,439,60.41,12,BR,app,1.91,868,0,0.3
820,1198,625,123.02,19,BR,app,2.9,1592,0,0.3
821,29,89,168.15,23,US,online,4.84,1255,0,0.4
822,799,8,272.92,19,BR,pos,8.05,672,0,0.3
823,164,384,60.43,8,BR,app,12.7,741,0,0.2
824,780,125,89.88,20,ES,online,19.82,1478,0,0.3
825,748,416,100.09,0,BR,pos,17.31,912,0,0.2
826,109,632,149.29,7,BR,app,15.5,1243,0,0.5
827,817,236,105.11,4,BR,online,5.82,225,0,0.3
828,1076,385,192.7,12,BR,app,4.13,779,0,0.5
829,1036,477,23.33,21,BR,pos,10.93,1053,0,0.4
830,35,105,115.6,18,BR,app,11.44,627,0,0.1
831,295,628,365.2,23,PT,pos,3.19,1547,0,0.4
832,289,142,105.33,3,BR,pos,6.94,384,0,0.5
833,544,565,174.52,18,BR,pos,3.84,1550,0,0.2
834,172,462,244.68,17,BR,online,1.84,116,1,0.2
835,1025,99,170.44,10,MX,pos,10.34,780,0,0.4
836,932,507,439.39,2,BR,app,15.29,944,0,0.1
837,970,138,137.94,2,BR,app,24.32,463,0,0.5
838,238,419,199.58,21,ES,app,7.36,986,0,0.4
839,18,671,153.89,7,BR,pos,1.48,1644,0,0.2
840,1092,667,317.16,15,BR,pos,27.21,810,0,0.3
841,347,609,93.5,22,BR,pos,28.81,984,0,0.4
842,787,346,462.78,11,BR,pos,46.47,1734,0,0.2
843,1091,392,75.7,5,ES,pos,34.7,1685,1,0.3
844,44,210,388.53,11,BR,online,9.9,25,0,0.4
845,7,644,54.27,5,BR,online,8.33,1325,0,0.4
846,7,334,204.14,4,BR,pos,14.19,1551,0,0.4
847,188,540,129.05,19,BR,online,2.23,1720,0,0.2
848,62,252,241.2,8,BR,online,4.61,1461,0,0.4
849,984,518,177.62,16,MX,online,7.45,151,0,0.1
850,727,157,232.26,17,BR,pos,17.75,1384,0,0.3
851,1176,513,52.55,13,PT,app,18.29,1541,0,0.4
852,961,33,28.21,12,MX,pos,7.77,958,0,1.0
853,1155,74,44.93,4,BR,app,2.47,39,0,0.7
854,287,247,43.86,12,AR,app,15.1,348,0,0.2
855,346,337,51.97,18,AR,online,2.3,502,0,0.6
856,1019,498,80.07,4,BR,online,5.33,1574,0,0.4
857,294,251,79.48,5,BR,online,9.84,230,0,0.5
858,69,13,131.38,16,BR,online,2.03,1359,0,0.3
859,803,228,64.33,23,BR,pos,4.36,327,0,0.2
860,961,307,68.9,9,AR,online,16.73,1520,0,1.0
861,1161,381,110.39,19,BR,app,14.2,21,0,0.3
862,1113,451,264.25,4,BR,pos,2.8,431,0,0.5
863,145,174,92.2,13,BR,online,10.73,186,0,0.3
864,926,427,124.86,22,BR,app,1.45,1012,0,0.5
865,1015,442,140.75,10,AR,app,13.15,1425,0,0.5
866,838,543,57.62,12,MX,pos,4.72,759,0,0.2
867,983,365,99.62,3,MX,pos,7.06,974,1,0.3
868,1005,567,73.69,12,BR,app,8.98,1167,0,0.4
869,536,155,247.32,14,BR,pos,2.98,830,0,0.4
870,49,498,233.48,23,MX,app,4.4,1373,0,0.5
871,547,33,67.45,4,BR,online,24.94,518,0,0.5
872,242,72,123.04,8,US,pos,6.66,317,0,0.3
873,137,605,199.69,15,BR,pos,9.36,342,0,0.5
874,150,333,163.86,22,BR,online,9.48,318,0,0.1
875,837,434,176.81,5,BR,online,20.19,69,0,0.2
876,605,422,57.93,16,US,online,14.82,80,0,0.4
877,648,486,379.17,21,BR,online,3.13,97,0,0.3
878,894,172,78.77,15,MX,online,21.94,287,0,0.3
879,658,125,76.9,10,BR,online,27.49,1157,0,0.2
880,756,30,39.87,5,BR,pos,3.11,439,0,0.3
881,104,605,114.19,6,US,pos,6.32,1067,1,0.5
882,1021,157,283.48,1,BR,pos,7.63,133,0,0.6
883,539,403,162.66,3,BR,online,6.52,1461,0,0.5
884,187,318,121.22,10,ES,pos,13.2,649,0,0.5
885,976,114,221.82,3,AR,online,7.09,805,0,0.1
886,881,290,278.72,0,BR,online,5.4,1232,0,0.5
887,64,59,233.12,16,MX,pos,13.63,1820,0,0.3
888,232,124,20.07,1,BR,app,1.03,1447,0,0.3
889,19,98,223.15,3,BR,app,9.91,733,0,0.1
890,325,577,181.86,14,BR,pos,12.12,631,0,0.7
891,120,397,66.16,22,BR,pos,21.0,618,0,0.3
892,852,648,182.4,17,BR,pos,8.84,153,0,0.3
893,627,305,283.87,0,BR,pos,1.58,617,0,0.3
894,1176,141,81.69,4,AR,online,9.25,1386,0,0.4
895,899,426,244.66,17,BR,online,1.44,504,0,0.2
896,734,650,165.27,17,BR,app,11.19,714,0,0.1
897,611,373,3.29,9,MX,app,18.57,127,0,0.2
898,66,13,128.15,22,ES,online,7.95,459,0,0.1
899,85,213,160.52,21,BR,online,7.1,126,0,0.2
900,739,647,102.81,17,PT,online,14.59,859,1,0.3
901,6,363,169.78,17,MX,pos,10.9,542,0,0.7
902,51,666,117.86,18,BR,online,13.83,1770,0,0.1
903,263,356,524.75,3,BR,pos,34.21,1076,0,0.4
904,1061,9,97.11,16,BR,online,5.7,680,0,0.3
905,551,611,67.83,22,US,online,11.74,981,0,0.2
906,851,534,236.2,5,BR,online,22.19,1751,0,0.4
907,494,500,107.29,0,BR,pos,22.42,330,0,0.4
908,208,679,122.8,8,AR,online,12.56,462,1,0.3
909,446,138,114.84,6,BR,pos,6.87,995,0,0.2
910,110,634,227.23,22,BR,pos,13.7,193,0,0.4
911,924,163,51.6,10,MX,pos,13.9,948,0,0.4
912,221,679,244.32,15,ES,online,15.58,287,1,0.2
913,452,134,192.62,23,AR,pos,3.32,1577,1,0.3
914,1176,385,415.7,18,BR,online,27.01,1412,0,0.4
915,710,552,151.47,17,BR,pos,22.24,89,0,0.1
916,550,55,55.17,23,BR,pos,8.14,981,0,0.3
917,652,47,152.71,16,BR,app,20.78,383,0,0.2
918,941,595,166.91,5,BR,app,7.71,1062,0,0.3
919,306,43,300.64,17,PT,pos,24.17,994,0,0.3
920,764,430,55.04,7,US,app,9.2,1766,0,0.4
921,1047,656,30.74,7,BR,online,3.99,324,0,0.2
922,687,430,155.07,15,BR,pos,31.23,921,0,0.4
923,536,337,427.64,7,BR,online,15.15,1762,0,0.4
924,175,292,212.92,0,BR,online,7.32,214,0,0.1
925,298,447,221.65,23,AR,pos,25.54,464,0,0.4
926,1135,400,38.82,13,BR,pos,13.81,1311,0,0.4
927,649,351,136.62,16,MX,pos,6.6,198,0,0.4
928,362,108,304.5,19,BR,app,25.75,380,0,0.8
929,502,464,168.36,15,BR,pos,15.53,1746,0,0.6
